function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_75,JUN_90,JUN_100,JUN_110,JUN_130,JUN_160,AUG_75,AUG_90,AUG_100,AUG_110,AUG_130,AUG_160,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K00253,2339.5,2131.83,1882.83,2689,1568,732,1734.5,1794.33,1968.83,2261.33,2028.33,310,1495.5,1187.33,1484.5,1340,1271,296.83,2572.33,1478.17,3376.17,2248.83,1547.5,412.33
K00254,14172.7,12456.16,8466.16,5969.28,3048.25,1572.33,8281.83,8093.91,10406,8273.5,9029.5,4497.58,6123,4514.98,6172.87,4711.58,5606.28,1649.23,8576.66,6237.92,13618.17,10277.58,7923.42,3831.58
K00255,417,371,127,17,7,4,363,414,533,578,189,7,492,379,510,337,135,10,897,243,570,522,408,10
K00257,11156.4,10022.32,7094.82,8730.23,9668,5921.33,7775.33,8045.32,8484.16,9786.16,7313.16,1814.33,6322,4785.79,6415.07,5377.33,5030.73,2286.29,10437.32,5916.51,13687.01,9527.49,7318.67,2553.99
K00259,13967,12298.49,10797.49,9758.66,8438.5,5233.16,10793.66,9882.99,11738.67,10618.67,11600.67,4837.66,6606,4937.83,6472.34,5582.66,7340.66,1612.33,10194.49,7326.42,16710.17,11968.08,8508.09,5176.83
K00261,9905.5,8659.5,4557.5,1916,3192,2580.5,5097,5163.5,7071,5388,5029,755.5,3964.5,3064.5,3967,2744,2121,751,5199.5,3110.5,7696.5,5842.5,4579.5,936.5
K00262,2141,1777.66,1569.66,2224.33,5282.5,3391.33,2137.33,2414.66,1933,2877,2349,965.33,936.5,711.33,833.17,1079.33,1693.83,1321.33,1772.66,1436.17,3549.67,2219.83,1808.17,1328.33
K00263,1029,859.83,445.33,616,362,210.5,336,514.33,373.33,560.83,357.33,80,223,164.83,279.5,307.5,237.5,58.33,349.33,298.17,761.17,551.83,398,84.33
K00265,13952.2,12559.66,10569.66,9348.45,6426.75,3478.5,9880.5,8759.91,11378.66,9360.66,11820.16,5562.75,6660,4923.31,6730.7,5446.25,7331.95,2149.06,9551.66,7357.59,16231.34,11426.41,8189.25,4624.91
K00266,17846.2,15951.16,15286.16,18205.78,16764.25,9808.33,14231.83,13001.41,15721.5,14615.5,24669.5,14587.08,8899,6745.98,9236.87,9322.58,18323.28,3296.73,13423.66,12675.42,23660.67,15539.08,10956.42,12868.58
K00273,3648,3172,2297,460,13,14,2316,2066,3889,1744,2484,159,1729,1237,1706,978,707,15,1431,1364,2676,2274,1801,130
K00274,4091.7,3645.83,758.33,328.7,1448,1040.5,549,968.33,1089.33,1081.83,759.33,280.5,859,638.73,1026.7,741.5,662.2,502.23,800.83,549.17,1468.17,1048.33,950.5,395.83
K00275,15439.2,13716.66,12104.66,13147.28,10131.75,5363.83,10877.33,10146.91,12734,11128.5,20229,10752.08,6964,5261.48,7323.37,7253.58,14210.28,2081.73,10238.66,10394.42,18546.17,12420.08,9076.92,9098.08
K00276,31,11,7,0,0,0,21,11,8,10,5,0,12,2,10,7,0,0,9,4,27,7,9,0
K00278,5946.2,5278.16,6352.16,13169.28,14829.75,9015.33,5348.83,4974.91,4917,6315,16071.5,13913.08,2463,2007.48,2958.37,4925.58,14831.28,3107.73,4252.16,6897.42,10226.17,5538.08,3430.92,12047.58
K00281,14931.2,13220.99,11825.49,13015.53,10179,5415.83,10346.83,9905.99,12513.83,10962.33,20028.83,9588.33,6797,5097.06,7146.37,7261.33,14341.53,941.56,9723.49,10266.59,18070.34,12133.41,8743.42,8861.66
K00282,630,536,1292,2116,4689,3587,1544,1128,999,1344,1331,1308,611,520,580,732,1231,1163,1205,830,2180,1536,851,1281
K00283,627,531,1279,2037,4382,3421,1541,1120,994,1329,1275,1202,610,520,578,712,1161,1084,1204,775,2131,1530,846,1135
K00284,1756,1533.83,1958.33,3502.33,2067.5,872.83,1907.83,1986.83,1560.17,2123.17,2666.67,372.33,894.5,670,845.17,929.83,1376.83,128.5,1380.33,1449,3218,1937.5,1361.67,542.5
K00285,15126,13520.5,9667.5,5228,2082,976.5,9629.5,8796,11460,9355,9495.5,3257.5,6985.5,5196.5,6816.5,4869,4450,2422,10390,6326,15188,11283.5,8612.5,1666
K00286,16151.2,14216.66,11173.16,9027.78,7906.75,5145.83,11764.33,10933.41,13110,11555,12025,5870.58,7702,5746.98,7665.87,6126.08,7580.78,2651.73,11502.16,7821.42,17934.17,13251.08,9848.42,5113.58
K00287,4160.7,3687.16,3411.16,4866.78,4654.25,2862.33,4534.33,4293.41,3868.5,4855.5,4849.5,5000.08,2189,1623.48,2248.87,2359.58,4555.28,2044.73,3847.66,2720.42,6457.67,4341.58,3184.42,3877.58
K00290,5198,4568,1213,281.75,1202.25,776.5,1185,1815.25,2111.5,2120.5,1340,1461.25,1602.5,1260.25,1669,1207.75,1177.25,1479.5,2373.5,975.5,2555.5,1933.5,1768.5,646.25
K00293,1581.5,1477,1150,315.5,26,10,1942,1631,1762.5,1904.5,1170.5,44.5,1079,851,1000,705,419,12.5,1991,677.5,2200.5,1655.5,1177.5,63
K00294,1701.5,1372.83,853.33,593.83,1097.5,989.83,1379.83,1632.33,1226.17,1726.17,703.67,235.83,591,447,524.17,467.83,407.83,300.5,1083.33,522,1547,1285,1142.17,329
K00297,20940.2,18539.83,15623.33,19563.03,23809,14530.33,13845.83,13181.33,15864.17,14952.67,24772.17,14449.33,9143,6957.9,9546.37,9776.33,19070.53,3934.9,13607.33,13167,24428,15868,11501.67,14019
K00299,143.2,113,252,193.2,158,110,400,324,289,469,494,20,275,178.4,327.2,229,138.2,32.4,404,251,701,428,254,50
K00301,872,823,823,1595,882,342,527,652,741,798,1130,189,475,346,591,602,725,52,473,608,1194,630,502,231
K00302,23219.9,20774,17278.5,6476.9,1339,587,16751.5,14574,20869,14837.5,15319.5,987.5,12537,9143.8,12204.4,8092.5,5584.9,198.3,18112,10672.5,25389,19855,14444.5,1197
K00303,22436.9,20128,17128.5,10390.9,3996,1640,16107.5,14290,19944,14995.5,16577.5,1389.5,11837,8690.8,11531.4,8168.5,6749.9,315.3,16604,10702.5,24804,18411,13351.5,1737
K00304,21606.9,19259,14734.5,5317.9,1107,472,14751.5,13160,18917,13499.5,13539.5,892.5,11182,8182.8,10917.4,7234.5,5001.9,156.3,15540,9161.5,21716,16946,12642.5,1025
K00305,20944.9,18648,13861.5,3726.9,230,131,14053.5,12460,18105,12510.5,12422.5,730.5,10561,7689.8,10339.4,6703.5,4362.9,113.3,14395,8466.5,20310,16059,12107.5,801
K00311,13087.2,11672.33,8051.33,3019.7,761,434.5,8150.5,7095.33,9826.83,7187.83,7153.33,465.5,5848,4286.73,5770.7,3889,2704.7,301.73,8285.33,5107.42,12424.17,9533.58,7259.25,599.33
K00313,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K00315,31402.5,28092.5,16234,7869,2859,1164.5,16889.5,16617,20728,18487.5,15553.5,1237.5,13247,10037.5,13146,9494.5,7081.5,255.5,19674.5,10070,26146.5,18964,14800.5,1466
K00316,107,87,52,24,2,1,130,82,51,83,50,1,23,16,31,23,26,1,59,35,155,77,79,3
K00317,4483,4106,2909,3401,1764,685,2474,2215,2170,2564,3146,377,1314,975,1277,1229,1572,93,2044,1541,4118,2323,1627,512
K00318,1854.5,1520.83,1333.33,1767.83,3041.5,2051.83,1762.83,1986.33,1601.17,2376.17,1663.67,643.83,752,591,687.17,810.83,1153.83,719.5,1413.33,1049,2648,1811,1453.17,906
K00322,1024,1041.16,976.16,1671,892,347,622.5,732.66,790.16,880.16,1207.66,199.5,503,379.16,563.5,590,766.5,47.66,503.16,656.59,1249.34,772.91,446.25,255.66
K00324,21389.9,19055.33,16408.33,12974.9,7645.5,4464,15371.5,13074.33,18190.33,13301.33,17434.83,7574.5,10351,7547.13,10308.9,8138,10621.4,1405.63,14399.83,11500.17,24883.17,17840.33,13209,7247.83
K00325,13905.2,12431.33,9968.33,8279.2,5101.5,2837,9544.5,8423.83,11088.33,8902.33,10892.83,4205,6484.5,4781.73,6493.7,5289,6711.2,891.23,9202.83,7002.42,15661.67,10931.08,8061.75,4174.33
K00329,109.5,86.5,253,41,11,11.5,193.5,228,266,287.5,109.5,5.5,235,177.5,200,141.5,62.5,3.5,558.5,168,409.5,348,271.5,13
K00330,11071.7,9965.5,12744,17170.2,15315.5,8807.5,11252.5,9723.5,12559,11322.5,22779,15624,6756,5225.9,7147.2,7697,17294.7,4010.4,10367,11360,19572.5,12587.5,8456.5,13021
K00331,10851.7,9706.5,12033,15624.2,14444.5,8469.5,10917.5,9417.5,12272,10894.5,21857,15468,6590,5094.9,6990.2,7442,16760.7,3968.4,10122,10918,18742.5,12227.5,8295.5,12806
K00332,10907.7,9809,12570.5,17030.45,15020.25,8652,11059,9420.25,12303,10917.5,22319,14301.75,6629,5110.65,6979.7,7573.75,16804.95,2896.9,10122.5,11219.5,19335.5,12406.5,8305.5,12543.75
K00333,10878.7,9808,12545.5,16988.45,15038.25,8663,10983,9509.25,12409,11082.5,22413,14310.75,6648,5141.65,6988.7,7570.75,16816.95,2898.9,10184.5,11254.5,19392.5,12387.5,8305.5,12552.75
K00334,9632.7,8568.5,11128,14874.2,17764.5,10942.5,10044.5,8632.5,11434,9866.5,20836,15706,6126,4681.9,6472.2,7018,16515.7,4865.4,9315,10119,17090.5,11130.5,7388.5,13132
K00335,16791.2,14960.5,17314,16600.7,17584.5,10839.5,16217.5,13566,18929,14567.5,26286,15969.5,10005.5,7465.9,10215.2,9359,18090.7,4822.4,14541,13776,25565.5,17947,12255,13563.5
K00336,9498.7,8504.5,11489,15814.2,14886.5,8805.5,9968.5,8596.5,11409,9848.5,21204,15378,6068,4625.9,6433.2,7058,16536.7,4010.4,9137,10254,17093.5,11002.5,7172.5,12710
K00337,11060.7,9969.5,12734,17164.2,15187.5,8731.5,11250.5,9717.5,12550,11317.5,22766,15595,6753,5216.9,7144.2,7690,17278.7,3959.4,10365,11350,19569.5,12586.5,8450.5,12991
K00338,10960.7,9835.5,12710,17151.2,15153.5,8707.5,11230.5,9662.5,12480,11236.5,22728,15588,6724,5179.9,7107.2,7673,17242.7,3947.4,10294,11323,19474.5,12520.5,8407.5,12968
K00339,10930.7,9809.5,12658,17159.2,15186.5,8731.5,11186.5,9652.5,12493,11245.5,22726,15594,6716,5174.9,7106.2,7670,17256.7,3958.4,10327,11337,19521.5,12545.5,8411.5,12990
K00340,11055.7,9957.5,12660,16998.2,15167.5,8720.5,11157.5,9639.5,12473,11207.5,22711,15585,6738,5184.9,7119.2,7636,17228.7,3957.4,10309,11311,19491.5,12529.5,8413.5,12977
K00341,11047.7,9916.5,10552,9126.2,6362.5,3952.5,10902.5,9288.5,11740,10184.5,12162,6766,6720,5053.9,6714.2,5334,7159.7,3165.4,10365,7367,16715.5,12033.5,8370.5,5087
K00342,11261.2,10105,12021.5,16042.2,11815,6542,11553,9941.5,12450,11336.5,16687.5,14277.5,6996,5296.4,7100.7,6727,13301.7,3778.9,10772,9659.5,19081.5,12816,8679,12897.5
K00343,10982.7,9858.5,10377,9001.2,6640.5,4142.5,10568.5,9049.5,11523,9859.5,11709,6868,6584,4945.9,6587.2,5236,7103.7,3295.4,10065,7170,16059.5,11673.5,8188.5,5136
K00344,18427.4,16887.83,12244.83,10863.9,6147.5,3200,12198,11102.83,13932.33,12262.83,13441.33,4293.5,8868,6599.13,9071.4,7127,7938.4,917.63,13211.83,8950.42,20585.67,14226.08,10582.75,4318.33
K00346,2390,2125.16,1348.66,1767.83,2371,1425.33,1696.83,2021.66,1616,2334,1643.5,601.83,813,600.33,761.17,958.83,1519.33,560.33,1238.16,1120.42,2644.67,1863.08,1472.92,842.83
K00347,2273,1977.16,1367.66,1797.83,2369,1427.33,1780.83,2044.66,1631,2345,1661.5,604.83,790,597.33,742.17,949.83,1507.33,559.33,1248.16,1108.42,2636.67,1869.08,1475.92,841.83
K00348,2273,1977.16,1367.66,1797.83,2369,1427.33,1780.83,2044.66,1631,2345,1661.5,604.83,790,597.33,742.17,949.83,1507.33,559.33,1248.16,1108.42,2636.67,1869.08,1475.92,841.83
K00349,2368,2077.16,1376.66,1798.83,2369,1429.33,1840.83,2076.66,1647,2374,1692.5,606.83,798,606.33,760.17,962.83,1521.33,560.33,1262.16,1124.42,2699.67,1902.08,1531.92,842.83
K00350,2368,2077.16,1376.66,1798.83,2369,1429.33,1840.83,2076.66,1647,2374,1692.5,606.83,798,606.33,760.17,962.83,1521.33,560.33,1262.16,1124.42,2699.67,1902.08,1531.92,842.83
K00351,2368,2077.16,1376.66,1798.83,2369,1429.33,1840.83,2076.66,1647,2374,1692.5,606.83,798,606.33,760.17,962.83,1521.33,560.33,1262.16,1124.42,2699.67,1902.08,1531.92,842.83
K00354,229.5,271.5,727,1570.75,946.25,363.5,336,300.25,264,421.5,1165,1396.75,160,113.75,151.5,268.75,905.75,1087.5,234,465,835,353.5,156.5,578.75
K00355,3648,3172,2337,532,901,600,2316,2062,3903,1755,2564,261,1747,1240,1777,1024,818,239,1430,1399,2687,2273,1776,259
K00356,16798.2,14850.5,12177.5,6378.7,3163,2014.5,10539,9185,14426,8897,11576,3763,8200,5943.9,8123.2,5553,5735.2,648.4,10861.5,8007.5,16970.5,13270,9753,3493
K00362,667.2,592.65,1105.65,3083.28,3420.25,2316.33,812.33,893.4,870.99,1172.49,2342.99,4650.08,615.5,417.97,612.87,1066.08,3608.78,1597.72,954.15,1319.68,1952.68,1494.32,621.17,3441.57
K00363,721,633.66,1003.66,1330.58,1231.75,922.33,978.83,928.41,888,1263,1602.5,2089.08,592,463.08,581.17,716.08,1589.08,1267.33,1122.16,830.92,2026.67,1380.08,762.92,872.08
K00364,311,335.33,802.83,1565.83,877,340.33,359.33,348.33,290.67,440.67,934.67,156.83,208.5,138.5,240.67,288.83,544.83,44,260.33,456.5,849,371.5,190.67,218
K00366,225.2,209,201,143.2,156,101,400,372,258,350,449,24,241,145.4,267.2,147,104.2,25.4,372,232,748,429,273,46
K00367,49,45.83,16.83,24.58,73.25,23.83,75.33,101.08,58.17,60.17,282.67,1244.58,14.5,17.25,19.67,32.58,389.58,1047.5,9.83,39,41,19.5,44.17,366.75
K00368,116,96,259,189,180,111,411,305,259,367,478,52,185,139,212,151,111,22,359,232,739,412,232,54
K00370,47,44,178,291,456,371,219,154,140,219,312,122,79,68,86,73,164,84,210,164,468,258,147,81
K00371,90,73,597,2331,1789,873,396,296,305,513,1788,2506,141,121,162,450,1966,166,345,862,1207,464,226,2576
K00372,605.7,544.33,537.83,420.95,583.75,574,547.5,636.58,575.83,704.33,714.83,1918.25,493.5,325.98,460.2,485.25,1163.45,1178.73,845.33,442.92,1064.67,920.08,493.25,614.08
K00373,15,17,402,2178,1632,772,76,66,99,198,1355,2487,10,12,42,352,1881,145,49,663,574,112,39,2531
K00374,57,66,415,2180,1632,772,118,101,112,226,1366,2491,26,20,51,359,1893,145,70,672,608,129,55,2532
K00375,3457,3068.33,2212.33,1355.58,764.25,402.33,2935.33,2790.58,2952.67,3267.67,2327.17,1404.58,1966.5,1538.25,1984.17,1512.08,1352.58,1161.5,3283.33,1399.5,3929.5,2895.5,2129.17,570.25
K00376,398.5,315.5,206.5,343.75,400.25,229.5,258.5,305.25,289.5,379.5,433,1299.75,152,118.75,178.5,222.25,661.25,1113.5,178,216,343.5,254,253.5,477.75
K00380,692.6,601.66,357.16,509.18,817.75,724.33,712.83,946.41,711.5,923.5,846,1972.08,612.5,355.28,746.27,559.58,1296.68,1438.03,699.16,473.17,1220.17,1041.83,618.17,688.58
K00381,3506.7,3184.83,2831.83,4167.7,3007.5,1801,3729,3529.33,3632.83,4158.83,4076.83,3429,2361,1803.23,2389.2,2320,3801.7,584.23,3953.33,2514.92,5657.17,3847.08,2635.75,3155.83
K00382,22117.6,19751.32,19331.32,27103.26,23469.5,13211.16,17297.16,16564.32,18709.5,19141,30662.5,19993.16,10904.5,8222.86,11399.44,12076.66,24006.26,5569.86,16784.82,16328.59,30882.84,19814.91,13890.09,17399.16
K00383,3023.7,2765.83,1993.83,3985.7,2935,1741.5,2048.5,2211.83,2339.33,2733.83,3097.33,3450,1703.5,1324.73,1799.7,1857,3549.7,542.23,2696.83,2067.92,3988.17,2629.58,1847.75,3066.33
K00384,25164.6,21957.32,17294.82,12380.34,10416.25,6501.49,17180.49,16207.07,20113.84,16466.34,17906.84,9213.24,11410,8383.78,11313.61,8681.24,10620.34,5479.53,16103.82,11994.92,26691.67,20173.58,15599.76,7005.58
K00389,643.5,524.5,159.5,34.5,5,3,221.5,310,273,308,136,4.5,148,107.5,128,107,72,4,168.5,138.5,301,210,271.5,14
K00390,3492.7,3046.16,2457.16,2695.28,2312.25,1639.33,3205.83,3527.91,3148,4150.5,3032.5,2365.58,2091,1622.98,2056.87,1890.58,2537.28,1531.23,4009.66,2123.67,5356.67,3907.33,2794.17,1231.58
K00392,867.5,722.83,512.33,454.33,398,235.83,762.83,821.83,630.17,862.17,1163.67,2530.33,337,268.5,330.17,322.33,990.33,2139.5,588.33,460,1158,746,610.17,815.5
K00394,6156,5447,5171,1718,2072,1471,4472,3620,6168,3190,4468,598,3283,2319,3173,1954,1558,514,4094,3290,6881,5655,4145,725
K00395,6156,5447,5171,1718,2072,1471,4472,3620,6168,3190,4468,598,3283,2319,3173,1954,1558,514,4094,3290,6881,5655,4145,725
K00404,1976.5,1758.83,1697.33,3536.25,2905.25,1731,1716.5,1759.58,1784.83,2257.33,2858.33,4572.25,1337,1032.08,1318,1410.75,3254.25,1425.83,2702.33,1833.42,3384.17,2319.08,1593.75,3349.08
K00405,1757.5,1594.83,1605.33,3478.25,2895.25,1716,1497.5,1460.58,1507.83,1933.33,2716.33,4569.25,1169,889.08,1124,1286.75,3173.25,1418.83,2438.33,1711.42,3138.17,2023.08,1340.75,3324.08
K00406,3174,2736.99,2229.99,3939.08,3222.75,1925.83,2291.33,2637.24,2425.33,3189.83,3303.33,4759.08,1599,1252.41,1577.17,1651.58,3530.08,1501.66,3279.99,2149.09,4273.84,2976.41,2221.92,3512.41
K00407,1527,1350.33,1098.83,1109.75,719.25,389.5,1219.5,1190.58,1236.83,1549.83,1173.33,1339.75,1054.5,816.08,988,819.75,918.75,1147.33,2175.33,933.92,2228.67,1674.08,1176.75,530.08
K00410,17,33,23,51,19,13,33,20,19,23,23,4,36,21,73,27,10,3,16,20,47,26,14,1
K00411,13290.2,11858.33,8751.83,5963.45,3147.75,1821.5,8675,7595.58,10360.83,7861.33,9559.83,5273.75,6052,4440.98,6093.7,4644.75,6029.45,1630.73,8467.33,6127.67,13702.67,10036.33,7481,4131.58
K00412,13621.2,12179.33,8994.83,6124.45,3316.75,1943.5,9065,7889.58,10626.83,8243.33,10049.83,5304.75,6200,4580.98,6131.7,4760.75,6145.45,1656.73,8829.33,6370.92,14469.17,10467.58,7758.25,4195.58
K00413,13161,11719.83,8703.33,5917.25,3143.75,1818.5,8574.5,7488.58,10298.83,7765.83,9496.83,5261.75,5930,4405.58,5873,4576.25,5983.75,1625.83,8411.33,6068.42,13590.17,9968.08,7421.25,4110.08
K00425,2487.6,2251.66,2221.16,4349.18,4688.75,2783.83,2240.83,2372.41,2222,2873,3397,4864.58,1722,1252.28,1831.77,1866.08,4029.18,2080.53,3000.66,2127.42,4168.67,2747.08,1814.92,3733.08
K00426,2102.6,1909.66,2111.16,4344.18,4692.75,2785.83,1915.83,1986.41,1708,2320,3219,4859.58,1290,894.28,1424.77,1614.08,3922.18,2079.53,2161.66,1921.42,3662.67,2285.08,1489.92,3725.08
K00428,10649.7,9194.16,6221.66,12497.11,10142.25,6365.66,5672.66,7119.91,6872.34,8539.34,10922.84,16648.91,4195,3259.65,4411.54,5461.91,13831.61,4545.4,6279.66,6166.5,11310.5,7199,5145.84,12792.75
K00432,9936.9,8890.32,7877.82,4327.98,2176.25,1537.33,9307.33,7950.57,10226.66,8202.16,8104.66,2634.08,5626,4073.54,5659.57,4176.58,4095.48,1690.29,7975.32,5078.01,12648.01,9923.99,6998.67,1543.74
K00433,34.2,26,65,92.2,113,50,80,54,47,48,91,9,108,45.4,180.2,60,54.2,22.4,66,47,78,86,53,18
K00435,107.5,74,27,10.5,2,1,41,39,40.5,74,26.5,0,50.5,12,102.5,83,28,7,50.5,25.5,60,71,54,1.5
K00436,67.5,58.5,191.5,476,357.5,212.5,247.5,318,293,407,343.5,127.5,132,98.5,135.5,305,649,68.5,154,246.5,504,342.5,157.5,173.5
K00437,0,0,0,19,258,79,0,1,0,1,3,35,0,1,1,5,35,66,0,4,1,0,1,53
K00441,99,98,131,174,20,11,167,175,117,108,92,13,61,43,134,95,71,5,59,61,133,89,75,15
K00446,749.5,701.5,357,66,25,19.5,372.5,564,718,658.5,304.5,39.5,506,388.5,613,411.5,241.5,10.5,683.5,262,654.5,511,447.5,28
K00448,1391,1266.5,504.5,163.5,56,32.5,542,717,845,824,465,43,650,492.5,674,516,327,20,977.5,395.5,1051.5,755,755,41
K00449,2072,1822.5,971,454,241,149.5,1309,1383,1435,1652,1174,70.5,1040.5,800,1016,818.5,526.5,51,1679.5,840,2245.5,1499.5,1327,113
K00450,21,17,19,70,17,5,15,10,13,17,12,1,14,4,19,29,26,2,30,33,69,32,35,3
K00451,2186,1823.99,1286.49,903.83,537.5,336.83,1215.33,1570.99,1361.33,1928.83,1033.33,172.83,836.5,652.66,793.67,720.83,724.83,255.66,1657.99,861.84,2104.84,1641.16,1364.67,293.66
K00452,908.5,736.83,200.83,121.83,33.5,11.83,298.33,513.33,354.67,498.17,174.67,15.83,177,121,175.17,138.33,122.33,7.5,247.33,167,472.5,347.5,409.17,25
K00453,1823.5,1511.33,958.83,497.33,139.5,85.33,929.83,1162.33,968.17,1339.17,651.67,85.83,635,492.5,597.17,491.83,422.83,178.5,1245.83,559.5,1567.5,1157,1083.17,120
K00457,3404,2945.66,1825.16,1837.83,1140.5,680.83,2094.33,2487.66,2263,2858.5,1708,277.83,1339.5,1043.33,1315.67,1273.83,1181.83,347.33,2295.66,1353.17,3364.17,2475.83,2028.67,432.33
K00459,4324.7,3831,3689,4362.45,3198.75,1829,4361,3773.25,3737.5,4562.5,3970,1892.75,2508.5,1895.65,2566.7,2242.25,2559.95,1724.4,4689,2578.25,6676.5,4426.75,3181.75,1411.75
K00463,224,208,63,34,0,4,191,106,85,99,104,5,33,38,43,41,28,1,73,44,187,108,151,7
K00464,45,43,24,11,3,1,77,84,48,35,29,3,22,14,20,17,16,2,30,26,44,37,43,3
K00469,77,61,85,55,4,9,139,121,113,193,91,1,90,79,94,68,47,3,163,72,151,135,93,8
K00471,2825.5,2592,3607.5,1169.5,45,21,3398.5,2448,3151,2459.5,2664.5,116.5,1946,1387,1819,1236.5,771.5,19.5,3337,1890.5,4857,3826,2479.5,195
K00472,21,14,24,18,0,0,77,36,19,29,14,0,5,4,12,8,3,1,33,17,75,52,37,1
K00474,798,757,877,222,12,0,1538,1115,1141,1224,926,33,548,410,504,382,262,6,991,364,1465,1022,686,44
K00477,1983.5,1926.5,2568,2047.75,974.25,365.5,3461,2610.25,2623,2979.5,3100,1469.75,1310,994.75,1217.5,1068.75,1470.75,1099.5,2269,1239,3879,2465.5,1598.5,671.75
K00479,243.2,215,242,284.2,90,49,246,174,134,244,250,38,126,54.4,130.2,96,112.2,11.4,207,162,471,276,255,53
K00480,8118.2,7178.5,5879.5,1598.7,183,108.5,5435,4825,7643,4678,5158,319,4516,3224.9,4518.2,2746,1775.2,67.4,5912.5,3905.5,8436.5,6944,5318,366
K00481,1729,1566.5,627.5,182.5,56,32.5,657,846,998,981,579,45,780,581.5,838,595,372,23,1106.5,476.5,1242.5,873,861,49
K00483,1113,1114,869,1577,881,341,554,673,770,823,1162,184,485,375,557,557,727,46,435,603,1203,613,477,233
K00486,1188.5,970.83,409.33,220.83,81.5,57.83,497.83,727.33,534.17,794.17,289.67,28.83,250,185,253.17,197.83,180.83,20.5,452.33,256,716,550,560.17,62
K00493,109.5,86.5,253,41,11,11.5,193.5,228,266,287.5,109.5,5.5,235,177.5,200,141.5,62.5,3.5,558.5,168,409.5,348,271.5,13
K00496,3399.5,3000,1730.5,1412,1156,648,2180.5,2601.5,2968,3339,1801,386,2133,1648,2001.5,1631.5,1327.5,239,3716.5,1615,3752.5,2901.5,2280.5,570
K00499,6237.5,5653,6429.5,3329,1231,563,6034,4831.5,7269.5,4698.5,6024.5,475,3751,2664.5,3585,2486.5,2183.5,135,5014,3669,8350.5,6416,4369.5,627
K00500,984.5,811.16,653.66,1061.33,757.5,446.83,602.83,712.66,566.5,904.5,595,128.83,298.5,247.83,312.67,417.33,581.83,268.33,529.66,483.17,1149.17,839.33,584.17,209.33
K00505,19,21,12,5,0,0,40,44,33,28,28,0,25,14,16,25,6,0,25,14,74,29,33,3
K00507,1151.5,1068.82,710.32,1009.83,770.5,705.33,1347.83,1377.32,1094.16,1277.16,1260.16,786.33,615.5,493.49,633.67,714.83,1113.33,169.99,1086.32,765.51,2200.01,1532.99,969.67,443.99
K00508,1505,1261.83,621.83,361.83,107.5,74.83,983.83,1261.83,960.67,1344.67,557.17,55.83,470,338.5,434.17,340.33,270.33,27.5,831.33,433.75,1189,965.75,885.42,103
K00510,32,32,11,3,2,0,61,78,36,22,24,3,49,14,159,93,31,10,3,14,22,11,31,2
K00511,1,2.5,12,38.5,35,18.5,8.5,6,14,25,44,33,1.5,1.5,4,13.5,38.5,3.5,2.5,37,31.5,16.5,3.5,45.5
K00514,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K00517,1633.7,1423,738.5,769.2,264.5,157,882,1036,1084.5,1161,664,103,790.5,555.4,1129.7,765.5,495.7,52.4,968.5,577.5,1346.5,948.5,944.5,141
K00518,138,95,10,3,8,6,101,213,185,165,68,6,82,64,102,55,37,4,108,82,141,181,218,21
K00520,68.5,72.5,18.5,9.5,2,0.5,17,19,22,33.5,17,1.5,34.5,11,91,83,27.5,7.5,15,18.5,29.5,25,16,3
K00523,1019.5,986,3813,10493.5,10067,5576.5,2491.5,1994,2400,2962,13400,11704.5,807.5,717,1176.5,3251.5,12503,842,1473,5236,5685.5,2178.5,1043,10398.5
K00524,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K00525,23581.2,20951.49,19497.99,19833.11,16485.25,9678.16,17936.66,16229.24,21296.67,17504.17,28327.17,14924.91,11871.5,8937.48,12154.54,11249.41,19589.11,3417.23,17285.99,15670.42,29915.67,20802.08,14765.59,13356.58
K00526,9905.5,8738.66,10309.66,13541.58,11486.25,6391.83,9193.83,8115.91,10515,8650.5,19576.5,13646.58,5143,3869.08,5475.67,6293.58,15393.08,2349.83,7444.16,9666.42,15663.67,10269.58,7165.42,11522.58
K00527,172.5,143.5,369,414.75,1532.25,1076.5,254,213.25,159,240.5,364,1446.75,136,69.75,227.5,206.75,617.75,1413.5,169,129,285,277.5,127.5,717.75
K00528,6923.2,6211.83,3441.83,2604.7,4640,3453.5,4058,3980.33,4131.83,4702.33,3174.33,1406.5,2757,2116.73,2819.2,2392.5,2362.2,1267.23,4588.33,2198.92,6162.17,4506.08,3325.25,1429.83
K00529,5210.2,4574,1566,1035.7,581,341.5,1470.5,1872,2120,2283.5,1375,147,1737,1328.9,1846.7,1374.5,936.7,244.9,2647.5,1208,3107.5,2165.5,1846,201.5
K00531,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K00533,3,1,8,60,1111,728,0,0,5,5,5,126,3,0,4,15,95,277,0,8,4,1,2,143
K00534,3,4,1,0,0,0,0,0,2,2,0,0,17,2,65,12,0,1,12,8,16,11,20,1
